,source,target
237,D:\PROJECTS\Python_projects\PythonMain\data_task\237,D:\PROJECTS\Python_projects\PythonMain\data_solved\237
238,D:\PROJECTS\Python_projects\PythonMain\data_task\238,D:\PROJECTS\Python_projects\PythonMain\data_solved\238
239,D:\PROJECTS\Python_projects\PythonMain\data_task\239,D:\PROJECTS\Python_projects\PythonMain\data_solved\239
240,D:\PROJECTS\Python_projects\PythonMain\data_task\240,D:\PROJECTS\Python_projects\PythonMain\data_solved\240
241,D:\PROJECTS\Python_projects\PythonMain\data_task\241,D:\PROJECTS\Python_projects\PythonMain\data_solved\241
242,D:\PROJECTS\Python_projects\PythonMain\data_task\242,D:\PROJECTS\Python_projects\PythonMain\data_solved\242
243,D:\PROJECTS\Python_projects\PythonMain\data_task\243,D:\PROJECTS\Python_projects\PythonMain\data_solved\243
244,D:\PROJECTS\Python_projects\PythonMain\data_task\244,D:\PROJECTS\Python_projects\PythonMain\data_solved\244
245,D:\PROJECTS\Python_projects\PythonMain\data_task\245,D:\PROJECTS\Python_projects\PythonMain\data_solved\245
246,D:\PROJECTS\Python_projects\PythonMain\data_task\246,D:\PROJECTS\Python_projects\PythonMain\data_solved\246
247,D:\PROJECTS\Python_projects\PythonMain\data_task\247,D:\PROJECTS\Python_projects\PythonMain\data_solved\247
248,D:\PROJECTS\Python_projects\PythonMain\data_task\248,D:\PROJECTS\Python_projects\PythonMain\data_solved\248
249,D:\PROJECTS\Python_projects\PythonMain\data_task\249,D:\PROJECTS\Python_projects\PythonMain\data_solved\249
250,D:\PROJECTS\Python_projects\PythonMain\data_task\250,D:\PROJECTS\Python_projects\PythonMain\data_solved\250
251,D:\PROJECTS\Python_projects\PythonMain\data_task\251,D:\PROJECTS\Python_projects\PythonMain\data_solved\251
252,D:\PROJECTS\Python_projects\PythonMain\data_task\252,D:\PROJECTS\Python_projects\PythonMain\data_solved\252
253,D:\PROJECTS\Python_projects\PythonMain\data_task\253,D:\PROJECTS\Python_projects\PythonMain\data_solved\253
254,D:\PROJECTS\Python_projects\PythonMain\data_task\254,D:\PROJECTS\Python_projects\PythonMain\data_solved\254
255,D:\PROJECTS\Python_projects\PythonMain\data_task\255,D:\PROJECTS\Python_projects\PythonMain\data_solved\255
256,D:\PROJECTS\Python_projects\PythonMain\data_task\256,D:\PROJECTS\Python_projects\PythonMain\data_solved\256
257,D:\PROJECTS\Python_projects\PythonMain\data_task\257,D:\PROJECTS\Python_projects\PythonMain\data_solved\257
258,D:\PROJECTS\Python_projects\PythonMain\data_task\258,D:\PROJECTS\Python_projects\PythonMain\data_solved\258
259,D:\PROJECTS\Python_projects\PythonMain\data_task\259,D:\PROJECTS\Python_projects\PythonMain\data_solved\259
260,D:\PROJECTS\Python_projects\PythonMain\data_task\260,D:\PROJECTS\Python_projects\PythonMain\data_solved\260
261,D:\PROJECTS\Python_projects\PythonMain\data_task\261,D:\PROJECTS\Python_projects\PythonMain\data_solved\261
262,D:\PROJECTS\Python_projects\PythonMain\data_task\262,D:\PROJECTS\Python_projects\PythonMain\data_solved\262
263,D:\PROJECTS\Python_projects\PythonMain\data_task\263,D:\PROJECTS\Python_projects\PythonMain\data_solved\263
264,D:\PROJECTS\Python_projects\PythonMain\data_task\264,D:\PROJECTS\Python_projects\PythonMain\data_solved\264
265,D:\PROJECTS\Python_projects\PythonMain\data_task\265,D:\PROJECTS\Python_projects\PythonMain\data_solved\265
266,D:\PROJECTS\Python_projects\PythonMain\data_task\266,D:\PROJECTS\Python_projects\PythonMain\data_solved\266
267,D:\PROJECTS\Python_projects\PythonMain\data_task\267,D:\PROJECTS\Python_projects\PythonMain\data_solved\267
268,D:\PROJECTS\Python_projects\PythonMain\data_task\268,D:\PROJECTS\Python_projects\PythonMain\data_solved\268
269,D:\PROJECTS\Python_projects\PythonMain\data_task\269,D:\PROJECTS\Python_projects\PythonMain\data_solved\269
270,D:\PROJECTS\Python_projects\PythonMain\data_task\270,D:\PROJECTS\Python_projects\PythonMain\data_solved\270
271,D:\PROJECTS\Python_projects\PythonMain\data_task\271,D:\PROJECTS\Python_projects\PythonMain\data_solved\271
272,D:\PROJECTS\Python_projects\PythonMain\data_task\272,D:\PROJECTS\Python_projects\PythonMain\data_solved\272
273,D:\PROJECTS\Python_projects\PythonMain\data_task\273,D:\PROJECTS\Python_projects\PythonMain\data_solved\273
274,D:\PROJECTS\Python_projects\PythonMain\data_task\274,D:\PROJECTS\Python_projects\PythonMain\data_solved\274
275,D:\PROJECTS\Python_projects\PythonMain\data_task\275,D:\PROJECTS\Python_projects\PythonMain\data_solved\275
276,D:\PROJECTS\Python_projects\PythonMain\data_task\276,D:\PROJECTS\Python_projects\PythonMain\data_solved\276
277,D:\PROJECTS\Python_projects\PythonMain\data_task\277,D:\PROJECTS\Python_projects\PythonMain\data_solved\277
278,D:\PROJECTS\Python_projects\PythonMain\data_task\278,D:\PROJECTS\Python_projects\PythonMain\data_solved\278
279,D:\PROJECTS\Python_projects\PythonMain\data_task\279,D:\PROJECTS\Python_projects\PythonMain\data_solved\279
280,D:\PROJECTS\Python_projects\PythonMain\data_task\280,D:\PROJECTS\Python_projects\PythonMain\data_solved\280
281,D:\PROJECTS\Python_projects\PythonMain\data_task\281,D:\PROJECTS\Python_projects\PythonMain\data_solved\281
282,D:\PROJECTS\Python_projects\PythonMain\data_task\282,D:\PROJECTS\Python_projects\PythonMain\data_solved\282
283,D:\PROJECTS\Python_projects\PythonMain\data_task\283,D:\PROJECTS\Python_projects\PythonMain\data_solved\283
284,D:\PROJECTS\Python_projects\PythonMain\data_task\284,D:\PROJECTS\Python_projects\PythonMain\data_solved\284
285,D:\PROJECTS\Python_projects\PythonMain\data_task\285,D:\PROJECTS\Python_projects\PythonMain\data_solved\285
286,D:\PROJECTS\Python_projects\PythonMain\data_task\286,D:\PROJECTS\Python_projects\PythonMain\data_solved\286
287,D:\PROJECTS\Python_projects\PythonMain\data_task\287,D:\PROJECTS\Python_projects\PythonMain\data_solved\287
288,D:\PROJECTS\Python_projects\PythonMain\data_task\288,D:\PROJECTS\Python_projects\PythonMain\data_solved\288
289,D:\PROJECTS\Python_projects\PythonMain\data_task\289,D:\PROJECTS\Python_projects\PythonMain\data_solved\289
290,D:\PROJECTS\Python_projects\PythonMain\data_task\290,D:\PROJECTS\Python_projects\PythonMain\data_solved\290
291,D:\PROJECTS\Python_projects\PythonMain\data_task\291,D:\PROJECTS\Python_projects\PythonMain\data_solved\291
292,D:\PROJECTS\Python_projects\PythonMain\data_task\292,D:\PROJECTS\Python_projects\PythonMain\data_solved\292
293,D:\PROJECTS\Python_projects\PythonMain\data_task\293,D:\PROJECTS\Python_projects\PythonMain\data_solved\293
294,D:\PROJECTS\Python_projects\PythonMain\data_task\294,D:\PROJECTS\Python_projects\PythonMain\data_solved\294
295,D:\PROJECTS\Python_projects\PythonMain\data_task\295,D:\PROJECTS\Python_projects\PythonMain\data_solved\295
296,D:\PROJECTS\Python_projects\PythonMain\data_task\296,D:\PROJECTS\Python_projects\PythonMain\data_solved\296
297,D:\PROJECTS\Python_projects\PythonMain\data_task\297,D:\PROJECTS\Python_projects\PythonMain\data_solved\297
298,D:\PROJECTS\Python_projects\PythonMain\data_task\298,D:\PROJECTS\Python_projects\PythonMain\data_solved\298
299,D:\PROJECTS\Python_projects\PythonMain\data_task\299,D:\PROJECTS\Python_projects\PythonMain\data_solved\299
300,D:\PROJECTS\Python_projects\PythonMain\data_task\300,D:\PROJECTS\Python_projects\PythonMain\data_solved\300
301,D:\PROJECTS\Python_projects\PythonMain\data_task\301,D:\PROJECTS\Python_projects\PythonMain\data_solved\301
302,D:\PROJECTS\Python_projects\PythonMain\data_task\302,D:\PROJECTS\Python_projects\PythonMain\data_solved\302
303,D:\PROJECTS\Python_projects\PythonMain\data_task\303,D:\PROJECTS\Python_projects\PythonMain\data_solved\303
304,D:\PROJECTS\Python_projects\PythonMain\data_task\304,D:\PROJECTS\Python_projects\PythonMain\data_solved\304
305,D:\PROJECTS\Python_projects\PythonMain\data_task\305,D:\PROJECTS\Python_projects\PythonMain\data_solved\305
306,D:\PROJECTS\Python_projects\PythonMain\data_task\306,D:\PROJECTS\Python_projects\PythonMain\data_solved\306
307,D:\PROJECTS\Python_projects\PythonMain\data_task\307,D:\PROJECTS\Python_projects\PythonMain\data_solved\307
308,D:\PROJECTS\Python_projects\PythonMain\data_task\308,D:\PROJECTS\Python_projects\PythonMain\data_solved\308
309,D:\PROJECTS\Python_projects\PythonMain\data_task\309,D:\PROJECTS\Python_projects\PythonMain\data_solved\309
310,D:\PROJECTS\Python_projects\PythonMain\data_task\310,D:\PROJECTS\Python_projects\PythonMain\data_solved\310
311,D:\PROJECTS\Python_projects\PythonMain\data_task\311,D:\PROJECTS\Python_projects\PythonMain\data_solved\311
312,D:\PROJECTS\Python_projects\PythonMain\data_task\312,D:\PROJECTS\Python_projects\PythonMain\data_solved\312
313,D:\PROJECTS\Python_projects\PythonMain\data_task\313,D:\PROJECTS\Python_projects\PythonMain\data_solved\313
314,D:\PROJECTS\Python_projects\PythonMain\data_task\314,D:\PROJECTS\Python_projects\PythonMain\data_solved\314
315,D:\PROJECTS\Python_projects\PythonMain\data_task\315,D:\PROJECTS\Python_projects\PythonMain\data_solved\315
316,D:\PROJECTS\Python_projects\PythonMain\data_task\316,D:\PROJECTS\Python_projects\PythonMain\data_solved\316
317,D:\PROJECTS\Python_projects\PythonMain\data_task\317,D:\PROJECTS\Python_projects\PythonMain\data_solved\317
318,D:\PROJECTS\Python_projects\PythonMain\data_task\318,D:\PROJECTS\Python_projects\PythonMain\data_solved\318
319,D:\PROJECTS\Python_projects\PythonMain\data_task\319,D:\PROJECTS\Python_projects\PythonMain\data_solved\319
320,D:\PROJECTS\Python_projects\PythonMain\data_task\320,D:\PROJECTS\Python_projects\PythonMain\data_solved\320
321,D:\PROJECTS\Python_projects\PythonMain\data_task\321,D:\PROJECTS\Python_projects\PythonMain\data_solved\321
322,D:\PROJECTS\Python_projects\PythonMain\data_task\322,D:\PROJECTS\Python_projects\PythonMain\data_solved\322
323,D:\PROJECTS\Python_projects\PythonMain\data_task\323,D:\PROJECTS\Python_projects\PythonMain\data_solved\323
324,D:\PROJECTS\Python_projects\PythonMain\data_task\324,D:\PROJECTS\Python_projects\PythonMain\data_solved\324
325,D:\PROJECTS\Python_projects\PythonMain\data_task\325,D:\PROJECTS\Python_projects\PythonMain\data_solved\325
326,D:\PROJECTS\Python_projects\PythonMain\data_task\326,D:\PROJECTS\Python_projects\PythonMain\data_solved\326
327,D:\PROJECTS\Python_projects\PythonMain\data_task\327,D:\PROJECTS\Python_projects\PythonMain\data_solved\327
328,D:\PROJECTS\Python_projects\PythonMain\data_task\328,D:\PROJECTS\Python_projects\PythonMain\data_solved\328
329,D:\PROJECTS\Python_projects\PythonMain\data_task\329,D:\PROJECTS\Python_projects\PythonMain\data_solved\329
330,D:\PROJECTS\Python_projects\PythonMain\data_task\330,D:\PROJECTS\Python_projects\PythonMain\data_solved\330
331,D:\PROJECTS\Python_projects\PythonMain\data_task\331,D:\PROJECTS\Python_projects\PythonMain\data_solved\331
332,D:\PROJECTS\Python_projects\PythonMain\data_task\332,D:\PROJECTS\Python_projects\PythonMain\data_solved\332
333,D:\PROJECTS\Python_projects\PythonMain\data_task\333,D:\PROJECTS\Python_projects\PythonMain\data_solved\333
334,D:\PROJECTS\Python_projects\PythonMain\data_task\334,D:\PROJECTS\Python_projects\PythonMain\data_solved\334
335,D:\PROJECTS\Python_projects\PythonMain\data_task\335,D:\PROJECTS\Python_projects\PythonMain\data_solved\335
336,D:\PROJECTS\Python_projects\PythonMain\data_task\336,D:\PROJECTS\Python_projects\PythonMain\data_solved\336
337,D:\PROJECTS\Python_projects\PythonMain\data_task\337,D:\PROJECTS\Python_projects\PythonMain\data_solved\337
338,D:\PROJECTS\Python_projects\PythonMain\data_task\338,D:\PROJECTS\Python_projects\PythonMain\data_solved\338
339,D:\PROJECTS\Python_projects\PythonMain\data_task\339,D:\PROJECTS\Python_projects\PythonMain\data_solved\339
340,D:\PROJECTS\Python_projects\PythonMain\data_task\340,D:\PROJECTS\Python_projects\PythonMain\data_solved\340
341,D:\PROJECTS\Python_projects\PythonMain\data_task\341,D:\PROJECTS\Python_projects\PythonMain\data_solved\341
342,D:\PROJECTS\Python_projects\PythonMain\data_task\342,D:\PROJECTS\Python_projects\PythonMain\data_solved\342
343,D:\PROJECTS\Python_projects\PythonMain\data_task\343,D:\PROJECTS\Python_projects\PythonMain\data_solved\343
344,D:\PROJECTS\Python_projects\PythonMain\data_task\344,D:\PROJECTS\Python_projects\PythonMain\data_solved\344
345,D:\PROJECTS\Python_projects\PythonMain\data_task\345,D:\PROJECTS\Python_projects\PythonMain\data_solved\345
346,D:\PROJECTS\Python_projects\PythonMain\data_task\346,D:\PROJECTS\Python_projects\PythonMain\data_solved\346
347,D:\PROJECTS\Python_projects\PythonMain\data_task\347,D:\PROJECTS\Python_projects\PythonMain\data_solved\347
348,D:\PROJECTS\Python_projects\PythonMain\data_task\348,D:\PROJECTS\Python_projects\PythonMain\data_solved\348
349,D:\PROJECTS\Python_projects\PythonMain\data_task\349,D:\PROJECTS\Python_projects\PythonMain\data_solved\349
350,D:\PROJECTS\Python_projects\PythonMain\data_task\350,D:\PROJECTS\Python_projects\PythonMain\data_solved\350
351,D:\PROJECTS\Python_projects\PythonMain\data_task\351,D:\PROJECTS\Python_projects\PythonMain\data_solved\351
352,D:\PROJECTS\Python_projects\PythonMain\data_task\352,D:\PROJECTS\Python_projects\PythonMain\data_solved\352
353,D:\PROJECTS\Python_projects\PythonMain\data_task\353,D:\PROJECTS\Python_projects\PythonMain\data_solved\353
354,D:\PROJECTS\Python_projects\PythonMain\data_task\354,D:\PROJECTS\Python_projects\PythonMain\data_solved\354
355,D:\PROJECTS\Python_projects\PythonMain\data_task\355,D:\PROJECTS\Python_projects\PythonMain\data_solved\355
356,D:\PROJECTS\Python_projects\PythonMain\data_task\356,D:\PROJECTS\Python_projects\PythonMain\data_solved\356
357,D:\PROJECTS\Python_projects\PythonMain\data_task\357,D:\PROJECTS\Python_projects\PythonMain\data_solved\357
358,D:\PROJECTS\Python_projects\PythonMain\data_task\358,D:\PROJECTS\Python_projects\PythonMain\data_solved\358
359,D:\PROJECTS\Python_projects\PythonMain\data_task\359,D:\PROJECTS\Python_projects\PythonMain\data_solved\359
360,D:\PROJECTS\Python_projects\PythonMain\data_task\360,D:\PROJECTS\Python_projects\PythonMain\data_solved\360
361,D:\PROJECTS\Python_projects\PythonMain\data_task\361,D:\PROJECTS\Python_projects\PythonMain\data_solved\361
362,D:\PROJECTS\Python_projects\PythonMain\data_task\362,D:\PROJECTS\Python_projects\PythonMain\data_solved\362
363,D:\PROJECTS\Python_projects\PythonMain\data_task\363,D:\PROJECTS\Python_projects\PythonMain\data_solved\363
364,D:\PROJECTS\Python_projects\PythonMain\data_task\364,D:\PROJECTS\Python_projects\PythonMain\data_solved\364
365,D:\PROJECTS\Python_projects\PythonMain\data_task\365,D:\PROJECTS\Python_projects\PythonMain\data_solved\365
366,D:\PROJECTS\Python_projects\PythonMain\data_task\366,D:\PROJECTS\Python_projects\PythonMain\data_solved\366
367,D:\PROJECTS\Python_projects\PythonMain\data_task\367,D:\PROJECTS\Python_projects\PythonMain\data_solved\367
368,D:\PROJECTS\Python_projects\PythonMain\data_task\368,D:\PROJECTS\Python_projects\PythonMain\data_solved\368
369,D:\PROJECTS\Python_projects\PythonMain\data_task\369,D:\PROJECTS\Python_projects\PythonMain\data_solved\369
370,D:\PROJECTS\Python_projects\PythonMain\data_task\370,D:\PROJECTS\Python_projects\PythonMain\data_solved\370
371,D:\PROJECTS\Python_projects\PythonMain\data_task\371,D:\PROJECTS\Python_projects\PythonMain\data_solved\371
372,D:\PROJECTS\Python_projects\PythonMain\data_task\372,D:\PROJECTS\Python_projects\PythonMain\data_solved\372
373,D:\PROJECTS\Python_projects\PythonMain\data_task\373,D:\PROJECTS\Python_projects\PythonMain\data_solved\373
374,D:\PROJECTS\Python_projects\PythonMain\data_task\374,D:\PROJECTS\Python_projects\PythonMain\data_solved\374
375,D:\PROJECTS\Python_projects\PythonMain\data_task\375,D:\PROJECTS\Python_projects\PythonMain\data_solved\375
376,D:\PROJECTS\Python_projects\PythonMain\data_task\376,D:\PROJECTS\Python_projects\PythonMain\data_solved\376
377,D:\PROJECTS\Python_projects\PythonMain\data_task\377,D:\PROJECTS\Python_projects\PythonMain\data_solved\377
378,D:\PROJECTS\Python_projects\PythonMain\data_task\378,D:\PROJECTS\Python_projects\PythonMain\data_solved\378
379,D:\PROJECTS\Python_projects\PythonMain\data_task\379,D:\PROJECTS\Python_projects\PythonMain\data_solved\379
380,D:\PROJECTS\Python_projects\PythonMain\data_task\380,D:\PROJECTS\Python_projects\PythonMain\data_solved\380
381,D:\PROJECTS\Python_projects\PythonMain\data_task\381,D:\PROJECTS\Python_projects\PythonMain\data_solved\381
382,D:\PROJECTS\Python_projects\PythonMain\data_task\382,D:\PROJECTS\Python_projects\PythonMain\data_solved\382
383,D:\PROJECTS\Python_projects\PythonMain\data_task\383,D:\PROJECTS\Python_projects\PythonMain\data_solved\383
384,D:\PROJECTS\Python_projects\PythonMain\data_task\384,D:\PROJECTS\Python_projects\PythonMain\data_solved\384
385,D:\PROJECTS\Python_projects\PythonMain\data_task\385,D:\PROJECTS\Python_projects\PythonMain\data_solved\385
386,D:\PROJECTS\Python_projects\PythonMain\data_task\386,D:\PROJECTS\Python_projects\PythonMain\data_solved\386
387,D:\PROJECTS\Python_projects\PythonMain\data_task\387,D:\PROJECTS\Python_projects\PythonMain\data_solved\387
388,D:\PROJECTS\Python_projects\PythonMain\data_task\388,D:\PROJECTS\Python_projects\PythonMain\data_solved\388
389,D:\PROJECTS\Python_projects\PythonMain\data_task\389,D:\PROJECTS\Python_projects\PythonMain\data_solved\389
390,D:\PROJECTS\Python_projects\PythonMain\data_task\390,D:\PROJECTS\Python_projects\PythonMain\data_solved\390
391,D:\PROJECTS\Python_projects\PythonMain\data_task\391,D:\PROJECTS\Python_projects\PythonMain\data_solved\391
392,D:\PROJECTS\Python_projects\PythonMain\data_task\392,D:\PROJECTS\Python_projects\PythonMain\data_solved\392
393,D:\PROJECTS\Python_projects\PythonMain\data_task\393,D:\PROJECTS\Python_projects\PythonMain\data_solved\393
394,D:\PROJECTS\Python_projects\PythonMain\data_task\394,D:\PROJECTS\Python_projects\PythonMain\data_solved\394
395,D:\PROJECTS\Python_projects\PythonMain\data_task\395,D:\PROJECTS\Python_projects\PythonMain\data_solved\395
396,D:\PROJECTS\Python_projects\PythonMain\data_task\396,D:\PROJECTS\Python_projects\PythonMain\data_solved\396
397,D:\PROJECTS\Python_projects\PythonMain\data_task\397,D:\PROJECTS\Python_projects\PythonMain\data_solved\397
398,D:\PROJECTS\Python_projects\PythonMain\data_task\398,D:\PROJECTS\Python_projects\PythonMain\data_solved\398
399,D:\PROJECTS\Python_projects\PythonMain\data_task\399,D:\PROJECTS\Python_projects\PythonMain\data_solved\399
400,D:\PROJECTS\Python_projects\PythonMain\data_task\400,D:\PROJECTS\Python_projects\PythonMain\data_solved\400
401,D:\PROJECTS\Python_projects\PythonMain\data_task\401,D:\PROJECTS\Python_projects\PythonMain\data_solved\401
402,D:\PROJECTS\Python_projects\PythonMain\data_task\402,D:\PROJECTS\Python_projects\PythonMain\data_solved\402
403,D:\PROJECTS\Python_projects\PythonMain\data_task\403,D:\PROJECTS\Python_projects\PythonMain\data_solved\403
404,D:\PROJECTS\Python_projects\PythonMain\data_task\404,D:\PROJECTS\Python_projects\PythonMain\data_solved\404
